fd_code,fd_name,yield,sf_type,unit_nav,f_type
014453,中银新动力股票C,,1,1.0530,fund
010392,易方达战略新兴产业股票C,,1,0.7165,fund
014736,创金合信专精特新股票发起A,,1,0.8303,fund
010673,兴全中证800六个月持有A,,1,0.9086,fund
015060,华夏节能环保股票C,,1,1.8735,fund
010674,兴全中证800六个月C,,1,0.9043,fund
007512,工银沪港深股票C,,1,1.0084,fund
015115,汇添富高端制造股票D,,1,2.2830,fund
010778,浙商智选家居股票型C,,1,0.7141,fund
015484,前海开源中证大农业指数增强C,,1,1.2506,fund
010897,太平价值增长股票C,,1,0.7930,fund
007674,工银产业升级股票A,,1,1.6146,fund
011667,东财高端制造增强A,,1,0.9705,fund
011833,西部利得中证人工智能主题指数增强C,,1,0.7961,fund
004891,华润元大成长精选股票A,,1,1.0237,fund
008326,东财通信A,,1,0.8355,fund
012181,中银智能制造C,,1,1.7140,fund
008958,嘉实回报精选股票,,1,1.1604,fund
014564,天弘恒生沪深港创新药精选50ETF发起联接A,,1,1.0000,fund
012244,广发金融地产精选股票A,,1,0.8728,fund
008261,招商研究优选股票A,,1,1.1521,fund
012696,同泰数字经济股票A,,1,0.6406,fund
009336,平安中证500指数增强型发起式证券投资基金A,,1,1.1603,fund
011329,景顺长城新能源产业股票C,,1,1.2031,fund
007389,研究驱动C,,1,1.1366,fund
012712,建信沪深300红利ETF发起式联接A,,1,0.9946,fund
009492,宝盈创新驱动C,,1,1.0004,fund
008860,民生加银龙头优选股票,,1,1.1936,fund
012730,国泰中证细分化工产业主题ETF发起式联接A,,1,0.8470,fund
009163,广发医疗保健股票C,,1,2.4668,fund
012884,华夏港股通精选股票型发起式证券投资基金,,1,1.0772,fund
009414,中银大健康股票,,1,0.9871,fund
012206,中泰沪深300量化优选增强A,,1,0.8518,fund
009550,汇添富开放视野中国优势六个月持有股票A,,1,0.8791,fund
012873,易方达中证国企改革C,,1,1.3542,fund
010128,宝盈发展新动能股票A,,1,1.0561,fund
013870,创金合信物联网主题股票发起C,,1,0.7058,fund
010112,广发研究精选股票A,,1,0.7357,fund
014198,华夏智胜先锋股票(LOF)C,,1,0.8808,fund
010687,工银文体产业股票C,,1,2.8420,fund
004482,泰达宏利港股通A,,1,1.1621,fund
014092,华夏优选配置一年封闭股票（FOF-LOF）C,,1,0.8568,fund
010990,南方有色金属联接E,,1,1.1948,fund
013121,中信保诚中证800金融指数型证券投资基,,1,1.0203,fund
010801,长江量化消费精选A,,1,0.7322,fund
014967,建信潜力新蓝筹股票C,,1,3.2010,fund
011377,创金合信积极成长股票A,,1,0.8229,fund
006315,中融策略优选混合C,,1,2.2984,fund
014932,医疗健康C,,1,1.8908,fund
011478,工银美丽城镇股票C,,1,2.5920,fund
007107,太平MSCI香港价值增强A,,1,0.9906,fund
015157,申万菱信行业轮动股票C,,1,1.6018,fund
011391,民生加银新战略混合C,,1,1.3170,fund
007841,东方卓越三年定开债券,,1,1.0000,fund
508018,华夏中国交建高速REIT,,1,1.0000,fund
011507,建信高端装备股票C,,1,0.9970,fund
008128,湘财长源股票A,,1,1.1311,fund
012371,东财沪港深互联网指数A,,1,0.5891,fund
010361,嘉实品质优选股票A,,1,0.7100,fund
008768,创金合信上证超大盘量化A,,1,0.9483,fund
012321,东财云计算指数增强A,,1,0.7150,fund
011646,国泰核心价值两年持有期股票C,,1,0.7986,fund
009079,南方粤港澳大湾区联接A,,1,1.0408,fund
012365,广发中证光伏产业指数C,,1,0.9235,fund
008618,永赢医药健康A,,1,0.9482,fund
012885,华夏中证光伏产业指数发起式A,,1,0.7604,fund
009341,易方达均衡成长股票,,1,1.0730,fund
012207,中泰沪深300量化优选增强C,,1,0.8491,fund
009551,汇添富开放视野中国优势六个月持有股票C,,1,0.8669,fund
012866,易标普生物人民币C,,1,1.1747,fund
009898,民生加银医药健康股票,,1,0.6101,fund
010129,宝盈发展新动能股票C,,1,1.0480,fund
013869,创金合信物联网主题股票发起A,,1,0.7072,fund
010113,广发研究精选股票C,,1,0.7314,fund
014125,华夏中证1000指数增强A,,1,0.8425,fund
010341,招商产业精选股票A,,1,0.8128,fund
004483,泰达宏利港股通C,,1,1.1947,fund
014417,泰康研究精选股票发起C,,1,0.8306,fund
010703,财通智选消费股票A,,1,0.7355,fund
013083,中信保诚中证信息安全指数型证券投资基金,,1,0.6881,fund
011149,创金合信ESG责任投资股票A,,1,0.9061,fund
014866,大摩MSCI中国A股增强C,,1,0.9154,fund
011378,创金合信积极成长股票C,,1,0.8180,fund
006981,中金新医药A,,1,1.5645,fund
011726,安信新常态股票C,,1,1.6090,fund
010593,南方医药创新股票C,,1,0.5696,fund
007108,太平MSCI香港价值增强C,,1,0.9768,fund
002386,工银中国制造2025,,1,0.8210,fund
015171,申万菱信医药先锋股票C,,1,0.7366,fund
011384,南方远见回报股票A,,1,0.8534,fund
007697,中金衡益A,,1,1.0716,fund
014855,嘉实中证半导体指数增强发起式C,,1,1.0000,fund
011013,长城消费30股票A,,1,0.7457,fund
008129,湘财长源股票C,,1,1.1143,fund
014128,东财中证沪港深创新药指数A,,1,0.8028,fund
010362,嘉实品质优选股票C,,1,0.7061,fund
008769,创金合信上证超大盘量化C,,1,0.9375,fund
014129,东财中证沪港深创新药指数C,,1,0.8015,fund
011966,招商中证光伏产业指数A,,1,0.8352,fund
009080,南方粤港澳大湾区联接C,,1,1.0387,fund
012364,广发中证光伏产业指数A,,1,0.9249,fund
008619,永赢医药健康C,,1,0.9445,fund
012886,华夏中证光伏产业指数发起式C,,1,0.7589,fund
008445,融通产业趋势先锋股票,,1,1.1409,fund
011934,中航量化阿尔法六个月持有期股票A,,1,0.8635,fund
009875,天弘甄选食品饮料A,,1,1.0593,fund
012842,易方达中证军工C,,1,1.2315,fund
008258,中银证券中证500ETF联接A,,1,1.1707,fund
009658,汇丰晋信中小盘低波动股票A类,,1,0.9185,fund
009602,招商科技动力3个月C,,1,0.8245,fund
501216,富国智鑫行业精选一年封闭运作股票（FOF-LOF）A,,1,0.8993,fund
010434,红土创新医疗保健股票,,1,0.8844,fund
014126,华夏中证1000指数增强C,,1,0.8413,fund
010342,招商产业精选股票C,,1,0.8041,fund
014416,泰康研究精选股票发起A,,1,0.8319,fund
010704,财通智选消费股票C,,1,0.7319,fund
013122,中信保诚中证TMT产业主题指数型证券投,,1,0.7018,fund
011150,创金合信ESG责任投资股票C,,1,0.9002,fund
014629,华泰紫金智能量化股票发起C,,1,1.2734,fund
010204,中银港股通优势成长股票,,1,0.6708,fund
007005,中金新医药C,,1,1.5408,fund
013308,易恒生科技ETF联接A,,1,1.0000,fund
010592,南方医药创新股票A,,1,0.5735,fund
007523,汇添富内需增长股票A,,1,1.3017,fund
015159,申万菱信智能驱动股票C,,1,3.1950,fund
011385,南方远见回报股票C,,1,0.8479,fund
007698,中金衡益C,,1,1.0624,fund
014854,嘉实中证半导体指数增强发起式A,,1,1.0000,fund
011014,长城消费30股票C,,1,0.7415,fund
008009,华商高端装备制造股票,,1,2.0021,fund
012605,东财中证证券保险指数A,,1,0.8713,fund
160144,南方新兴消费增长股票型证券投资基金(LOF,,1,0.7249,fund
011631,东财有色增强C,,1,1.3168,fund
012210,申万菱信智能汽车股票A,,1,0.8407,fund
009004,海富通中证500指数增强型证券投资基金C,,1,1.8431,fund
012415,德邦上证G60综指增强A,,1,0.8020,fund
008294,朱雀企业优胜A,,1,1.3099,fund
012763,华泰紫金中证细分食品饮料产业主题指数发起,,1,0.9131,fund
009043,九泰久信量化股票,,1,1.1941,fund
011935,中航量化阿尔法六个月持有期股票C,,1,0.8602,fund
009876,天弘甄选食品饮料C,,1,1.0557,fund
012875,易方达上证50指数LOFC,,1,1.0755,fund
008259,中银证券中证500ETF联接C,,1,1.1662,fund
009775,汇丰晋信中小盘低波动股票C类,,1,0.9061,fund
009601,招商科技动力3个月A,,1,0.8351,fund
013932,富国智鑫行业精选一年封闭运作股票（FOF-LOF）C,,1,0.8981,fund
005433,申万菱信医药先锋股票A,,1,0.7371,fund
014133,工银中证500六个月持有指数增强A,,1,0.8455,fund
010789,汇添富恒生指数型证券投资基金（QDII-LOF,,1,0.8531,fund
013899,上投摩根全景优势股票A,,1,0.9161,fund
010709,安信医药健康股票A,,1,1.1966,fund
013084,中信保诚中证智能家居指数型证券投资基金,,1,0.7278,fund
011146,创金合信气候变化责任投资股票A,,1,1.1744,fund
015048,建信新能源行业股票C,,1,2.0304,fund
011424,汇添富外延增长股票C,,1,1.5510,fund
007133,嘉实长青竞争优势股票A,,1,1.1966,fund
013309,易恒生科技ETF联接C,,1,1.0000,fund
011237,上投摩根行业睿选C,,1,0.8094,fund
007524,汇添富内需增长股票C,,1,1.2785,fund
015085,中欧核心消费股票发起A,,1,1.0001,fund
010331,天弘消费股票A,,1,0.7323,fund
006139,中信建投稳瑞,,1,1.0219,fund
014121,大成品质医疗股票A,,1,1.0000,fund
011722,前海开源深圳特区股票A,,1,0.7995,fund
008134,鹏华优选价值股票,,1,1.1542,fund
008551,东财医药A,,1,1.0859,fund
011545,长江沪深300指数增强A,,1,0.8136,fund
007965,民生加银品质消费股票A,,1,1.0363,fund
012606,东财中证证券保险指数C,,1,0.8687,fund
012211,申万菱信智能汽车股票C,,1,0.8379,fund
008303,宝盈龙头A,,1,0.9795,fund
012416,德邦上证G60综指增强C,,1,0.8009,fund
008295,朱雀企业优胜C,,1,1.2913,fund
012764,华泰紫金中证细分食品饮料产业主题指数发起,,1,0.9127,fund
009514,创金合信同顺创业板精选股票C,,1,1.0867,fund
012974,国泰中证800汽车与零部件ETF发起联接C,,1,0.7588,fund
009069,大成睿鑫股票A,,1,0.9853,fund
012860,易标普500指数人民币C,,1,1.7455,fund
009537,太平行业优选A,,1,0.7153,fund
011077,汇丰晋信创新先锋股票,,1,0.7867,fund
010160,广发高端制造股票C,,1,2.5324,fund
501218,工银睿智进取一年封闭运作股票（FOF-LOF）A,,1,0.8599,fund
010556,添富沪深300指数增强C,,1,1.4849,fund
014134,工银中证500六个月持有指数增强C,,1,0.8444,fund
010161,广发瑞安精选股票A,,1,0.9198,fund
013900,上投摩根全景优势股票C,,1,0.9149,fund
010710,安信医药健康股票C,,1,1.1891,fund
013080,中信保诚中证800医药指数型证券投资基,,1,1.1156,fund
011147,创金合信气候变化责任投资股票C,,1,1.1684,fund
014864,建信食品饮料行业股票C,,1,1.0839,fund
011322,国泰智能装备股票C,,1,2.5060,fund
007134,嘉实长青竞争优势股票C,,1,1.1765,fund
015075,上投摩根卓越制造股票C,,1,1.4319,fund
011236,上投摩根行业睿选A,,1,0.8141,fund
007571,南方380C,,1,1.8086,fund
015086,中欧核心消费股票发起C,,1,0.9998,fund
010332,天弘消费股票C,,1,0.7293,fund
007685,华商电子行业,,1,1.4409,fund
014122,大成品质医疗股票C,,1,1.0000,fund
011723,前海开源深圳特区股票C,,1,0.7987,fund
008265,南方ESG股票C,,1,1.2625,fund
012462,东财龙头家电指数C,,1,0.7929,fund
011546,长江沪深300指数增强C,,1,0.8107,fund
007966,民生加银品质消费股票C,,1,1.0281,fund
009047,东财创业板C,,1,1.4062,fund
011269,中银证券优势制造股票A,,1,0.9246,fund
008304,宝盈龙头C,,1,0.9634,fund
012722,平安中证光伏产业指数A,,1,0.8611,fund
009237,兴业绿色纯债一年定开债券A,,1,1.0398,fund
009954,北信瑞丰优选成长,,1,1.3170,fund
009513,创金合信同顺创业板精选股票A,,1,1.0966,fund
508006,富国首创水务REITs,,1,1.0000,fund
009070,大成睿鑫股票C,,1,0.9787,fund
012868,易标普信息人民币C,,1,2.5715,fund
009538,太平行业优选C,,1,0.7093,fund
013613,宝盈国家安全沪港深股票C,,1,1.2951,fund
010024,广发沪港深新起点股票C,,1,1.3335,fund
013933,工银睿智进取一年封闭运作股票（FOF-LOF）C,,1,0.8585,fund
009865,招商景气优选股票C,,1,0.6655,fund
012802,富国中证医药50ETF联接C,,1,0.9564,fund
010162,广发瑞安精选股票C,,1,0.9149,fund
014364,银华沪港深增长股票C,,1,2.0040,fund
010892,中银证券精选行业股票A,,1,0.7302,fund
011295,信诚量化阿尔法股票C,,1,0.8986,fund
011229,创金合信数字经济主题股票A,,1,1.3929,fund
014863,建信信息产业股票C,,1,2.7190,fund
011323,国泰智能汽车股票C,,1,2.2750,fund
006926,长城量化精选股票,,1,1.3042,fund
015172,上投摩根安全战略股票C,,1,1.5212,fund
010785,博时创业板指数A,,1,0.8456,fund
007527,融通量化多策略A,,1,1.5635,fund
015475,天弘文化新兴产业股票C,,1,1.0117,fund
011457,新华行业龙头主题股票,,1,0.8002,fund
007178,浙商中华预期高股息A,,1,1.3399,fund
012461,东财龙头家电指数A,,1,0.7954,fund
011418,汇添富消费精选两年持有股票A,,1,0.7819,fund
008264,南方ESG股票A,,1,1.2803,fund
012341,东财食品饮料指数增强C,,1,0.8415,fund
012238,工银养老产业股票C,,1,1.7520,fund
008854,南方内需增长两年股票A,,1,1.0353,fund
008552,东财医药C,,1,1.0805,fund
011270,中银证券优势制造股票C,,1,0.9217,fund
008236,招商深证100ETF联接A,,1,1.0892,fund
012723,平安中证光伏产业指数C,,1,0.8595,fund
008382,融通产业趋势股票,,1,0.9748,fund
007505,华夏中证AH经济蓝筹股票指数A,,1,1.2694,fund
008872,大成睿裕六月持有股票C,,1,1.1274,fund
013188,华夏能源革新股票C,,1,3.0870,fund
009375,浦银安盛MSCI中国A股ETF联接C,,1,0.9255,fund
013004,国泰价值领航股票A,,1,0.8017,fund
010013,易方达信息行业精选股票,,1,0.8137,fund
013511,汇丰晋信低碳先锋股票C,,1,3.5339,fund
010235,广发资源优选股票C,,1,1.7525,fund
013940,东吴医疗服务股票A,,1,0.8383,fund
009864,招商景气优选股票A,,1,0.6731,fund
508099,建信中关村产业园REIT,,1,1.0000,fund
010812,中银战略新兴C类,,1,2.6100,fund
014299,泰达宏利先进制造股票A,,1,0.8706,fund
010893,中银证券精选行业股票C,,1,0.7266,fund
TT571A,申毅格物34号A类,,1,1.0000,pf
011230,创金合信数字经济主题股票C,,1,1.3844,fund
014191,广发先进制造股票发起式A,,1,0.9356,fund
011321,国泰大健康股票C,,1,2.6500,fund
006671,广发消费升级股票,,1,1.3764,fund
015170,上投摩根核心成长股票C,,1,2.4256,fund
010786,博时创业板指数C,,1,0.8413,fund
007528,融通量化多策略C,,1,1.5428,fund
011601,前海开源公共卫生股票A,,1,0.5964,fund
007216,浙商中华预期高股息C,,1,1.3288,fund
015278,东财沪深300A,,1,0.9991,fund
011419,汇添富消费精选两年持有股票C,,1,0.7790,fund
007750,广发优势增长股票,,1,1.2999,fund
014237,东财中证新能源指数增强A,,1,0.7977,fund
011498,富国沪深300基本面精选股票A,,1,0.8601,fund
008855,南方内需增长两年股票C,,1,1.0220,fund
009046,东财创业板A,,1,1.4135,fund
012316,创金合信港股通成长股票C,,1,0.6619,fund
008237,招商深证100ETF联接C,,1,1.1019,fund
011882,招商蓝筹精选股票A,,1,0.7784,fund
008407,恒生前海沪深港通龙头指数A,,1,0.9449,fund
007506,华夏中证AH经济蓝筹股票指数C,,1,1.2590,fund
008871,大成睿裕六月持有股票A,,1,1.1401,fund
012769,华夏中证动漫游戏ETF发起式联接C,,1,0.8542,fund
009863,富国创新趋势股票,,1,0.7945,fund
013005,国泰价值领航股票C,,1,0.7988,fund
009988,信达蓝筹精选,,1,0.9265,fund
012214,民生加银核心资产股票A,,1,0.8366,fund
010236,广发电子信息传媒股票C,,1,1.6167,fund
013941,东吴医疗服务股票C,,1,0.8376,fund
010585,创金合信医药消费股票A,,1,0.7553,fund
180202,华夏越秀高速公路REIT,,1,1.0000,fund
010606,创金合信鑫祥混合C,,1,1.0256,fund
014300,泰达宏利先进制造股票C,,1,0.8699,fund
010680,华夏新兴成长股票A,,1,0.7471,fund
014372,浙商沪深300指数增强型证券投资基金（LOF）,,1,1.8154,fund
011104,光大智能汽车,,1,0.7640,fund
014192,广发先进制造股票发起式C,,1,0.9352,fund
011326,国泰医药健康股票C,,1,0.7653,fund
006675,宝盈品牌消费股票A,,1,1.1895,fund
015052,东方红医疗升级股票发起A,,1,0.9975,fund
011043,国泰价值先锋股票C,,1,0.8136,fund
007590,华宝绿色领先股票,,1,1.3745,fund
013894,国联安科创50ETF联接C,,1,1.0000,fund
011602,前海开源公共卫生股票C,,1,0.5939,fund
007853,华商计算机行业股票,,1,0.9872,fund
012340,东财食品饮料指数增强A,,1,0.8427,fund
012116,中银证券创业板发起式联接A,,1,0.8451,fund
008107,华商医药医疗行业股票,,1,1.0429,fund
010992,东财中证500A,,1,0.9919,fund
011499,富国沪深300基本面精选股票C,,1,0.8554,fund
008166,工银消费股票A,,1,1.1832,fund
015498,华泰紫金中证医药50指数发起C,,1,1.0000,fund
012315,创金合信港股通成长股票A,,1,0.6646,fund
009162,富国医药成长30股票,,1,0.9260,fund
003311,大摩睿成大盘弹性股票,,1,1.0361,fund
011883,招商蓝筹精选股票C,,1,0.7739,fund
006144,恒生前海中证质量成长低波动指数C,,1,1.2518,fund
011225,九泰盈泰量化股票C,,1,0.8177,fund
009147,建信新能源行业股票,,1,2.0327,fund
009877,中银内核驱动股票A,,1,0.8498,fund
013049,兴业能源革新股票A,,1,0.7588,fund
010003,景顺长城电子信息产业股票A,,1,1.0008,fund
012215,民生加银核心资产股票C,,1,0.8351,fund
010245,广发品牌消费股票C,,1,1.6029,fund
014046,交银医药创新股票C,,1,2.8068,fund
010586,创金合信医药消费股票C,,1,0.7501,fund
004189,华商消费行业,,1,1.3476,fund
010002,创金合信研究精选股票C,,1,0.8818,fund
004272,中融量化小盘股票A,,1,1.0018,fund
014064,银华农业产业股票C,,1,2.1485,fund
010681,华夏新兴成长股票C,,1,0.7406,fund
014831,兴银中证1000指数增强A,,1,0.8869,fund
010196,易方达核心优势股票A,,1,0.7393,fund
015001,工银物流产业股票C,,1,3.2000,fund
011425,广发优势成长股票A,,1,0.6577,fund
006676,宝盈品牌消费股票C,,1,1.1623,fund
015053,东方红医疗升级股票发起C,,1,0.9972,fund
011042,国泰价值先锋股票A,,1,0.8209,fund
007614,德邦民裕进取量化精锐股票A,,1,1.3197,fund
013893,国联安科创50ETF联接A,,1,1.0000,fund
011685,创金合信先进装备股票A,,1,1.0230,fund
007714,南方贺元利率债A,,1,1.0313,fund
013445,东财中证芯片指数A,,1,0.7744,fund
012117,中银证券创业板发起式联接C,,1,0.8432,fund
008390,国联安沪深300ETF联接A,,1,1.1398,fund
010993,东财中证500C,,1,0.9869,fund
012080,易中证500量化增强A,,1,0.8765,fund
008167,工银消费股票C,,1,1.1633,fund
015497,华泰紫金中证医药50指数发起A,,1,1.0000,fund
011374,招商前沿医疗保健股票C,,1,0.7312,fund
009126,嘉实基础产业优选股票A,,1,1.1927,fund
009127,嘉实基础产业优选股票C,,1,1.1808,fund
003070,光大创业板C,,1,1.4200,fund
009337,平安中证500指数增强型发起式证券投资基金C,,1,1.1492,fund
011224,九泰盈泰量化股票A,,1,0.8210,fund
007388,上投研究驱动A,,1,1.1536,fund
013262,西部利得个股精选股票C,,1,1.5773,fund
009491,宝盈创新驱动A,,1,1.0089,fund
013050,兴业能源革新股票C,,1,0.7564,fund
010004,景顺长城电子信息产业股票C,,1,0.9944,fund
013465,博时智选量化多因子股票A,,1,0.8664,fund
010387,易方达医药生物股票A,,1,0.5821,fund
014063,景顺专精特新量化股票C,,1,0.7218,fund
010420,民生加银成长优选股票,,1,0.7706,fund
014380,建信中国制造2025股票C,,1,2.4242,fund
010001,创金合信研究精选股票A,,1,0.8889,fund
004273,中融量化小盘股票C,,1,0.9913,fund
014455,中银成长优选股票C,,1,0.9239,fund
010391,易方达战略新兴产业股票A,,1,0.7201,fund
014832,兴银中证1000指数增强C,,1,0.8865,fund
010197,易方达核心优势股票C,,1,0.7357,fund
015002,工银生态环境股票C,,1,2.0720,fund
011426,广发优势成长股票C,,1,0.6546,fund
006106,景顺长城量化港股通,,1,0.8584,fund
015124,汇添富国企创新增长股票D,,1,1.8910,fund
010750,浙商创业板指数增强C,,1,0.9063,fund
007615,德邦民裕进取量化精锐股票C,,1,1.3069,fund
015468,嘉实农业产业股票C,,1,1.0220,fund
011686,创金合信先进装备股票C,,1,1.0176,fund
007715,南方贺元利率债C,,1,1.0302,fund
014238,东财中证新能源指数增强C,,1,0.7968,fund
011832,西部利得中证人工智能主题指数增强A,,1,0.7988,fund
008391,国联安沪深300ETF联接C,,1,1.1364,fund
008327,东财通信C,,1,0.8308,fund
012081,易中证500量化增强C,,1,0.8743,fund
008286,易方达研究精选股票,,1,1.1844,fund
014565,天弘恒生沪深港创新药精选50ETF发起联接C,,1,1.0000,fund
011373,招商前沿医疗保健股票A,,1,0.7360,fund
012244,广发金融地产精选股票A,,1,0.8728,fund
008261,招商研究优选股票A,,1,1.1521,fund
012696,同泰数字经济股票A,,1,0.6406,fund
009336,平安中证500指数增强型发起式证券投资基金A,,1,1.1603,fund
011329,景顺长城新能源产业股票C,,1,1.2031,fund
007389,研究驱动C,,1,1.1366,fund
012712,建信沪深300红利ETF发起式联接A,,1,0.9946,fund
009492,宝盈创新驱动C,,1,1.0004,fund
013355,工银新金融股票C,,1,2.7410,fund
009733,创金合信港股通大消费精选股票A,,1,0.6176,fund
013466,博时智选量化多因子股票C,,1,0.8644,fund
010388,易方达医药生物股票C,,1,0.5787,fund
014062,景顺专精特新量化股票A,,1,0.7230,fund
009899,上银内需增长股票,,1,0.8231,fund
014187,华夏量化优选股票A,,1,0.9085,fund
010495,创金合信创新驱动股票A,,1,0.7820,fund
014453,中银新动力股票C,,1,1.0530,fund
010392,易方达战略新兴产业股票C,,1,0.7165,fund
014736,创金合信专精特新股票发起A,,1,0.8303,fund
010673,兴全中证800六个月持有A,,1,0.9086,fund
015060,华夏节能环保股票C,,1,1.8735,fund
010674,兴全中证800六个月C,,1,0.9043,fund
007512,工银沪港深股票C,,1,1.0084,fund
015115,汇添富高端制造股票D,,1,2.2830,fund
010778,浙商智选家居股票型C,,1,0.7141,fund
015484,前海开源中证大农业指数增强C,,1,1.2506,fund
010897,太平价值增长股票C,,1,0.7930,fund
007674,工银产业升级股票A,,1,1.6146,fund
011667,东财高端制造增强A,,1,0.9705,fund
011833,西部利得中证人工智能主题指数增强C,,1,0.7961,fund
004891,华润元大成长精选股票A,,1,1.0237,fund
008326,东财通信A,,1,0.8355,fund
012181,中银智能制造C,,1,1.7140,fund
008958,嘉实回报精选股票,,1,1.1604,fund
014564,天弘恒生沪深港创新药精选50ETF发起联接A,,1,1.0000,fund
012245,广发金融地产精选股票C,,1,0.8699,fund
008262,招商研究优选股票C,,1,1.1339,fund
012697,同泰数字经济股票C,,1,0.6388,fund
008412,长盛竞争优势A,,1,0.7837,fund
011328,景顺长城新能源产业股票A,,1,1.2045,fund
009398,华富成长企业精选股票,,1,0.9587,fund
012713,建信沪深300红利ETF发起式联接C,,1,0.9928,fund
009891,融通产业趋势臻选股票,,1,0.8653,fund
013340,创金合信芯片产业股票发起C,,1,0.7755,fund
009734,创金合信港股通大消费精选股票C,,1,0.6106,fund
011824,浙商汇金量化臻选股票A,,1,0.8509,fund
009502,国寿安保创新医药股票A,,1,0.6845,fund
014002,浦银安盛全球智能科技证券投资基金（QDII,,1,1.3579,fund
014188,华夏量化优选股票C,,1,0.9063,fund
010496,创金合信创新驱动股票C,,1,0.7740,fund
014376,东吴新能源汽车股票A,,1,0.9183,fund
009982,万家创业板指数增强C,,1,0.8711,fund
014737,创金合信专精特新股票发起C,,1,0.8294,fund
013873,平安中证医药及医疗器械创新指数发起式A,,1,1.0049,fund
011470,东吴新产业精选股票C,,1,2.9587,fund
001649,工银工业4.0股票,,1,0.7490,fund
015199,汇添富移动互联股票D,,1,1.6390,fund
010777,浙商智选家居股票型A,,1,0.7179,fund
006972,金鹰民安回报定开A,,1,1.0412,fund
015364,汇丰晋信价值先锋股票C,,1,2.1174,fund
010896,太平价值增长股票A,,1,0.7970,fund
007675,工银产业升级股票C,,1,1.5850,fund
013446,东财中证芯片指数C,,1,0.7726,fund
011923,大成消费精选股票A,,1,0.8158,fund
004892,华润元大成长精选股票C,,1,1.0183,fund
012372,东财沪港深互联网指数C,,1,0.5871,fund
011122,汇添富ESG可持续成长股票A,,1,0.7456,fund
SJS341,艾美谷股期融通一号私募证券投资基金A,,1,2.1560,pf
012600,中银内核驱动股票C,,1,0.8473,fund
008410,长盛价值发现,,1,1.3089,fund
012835,招商景气精选股票A,,1,0.8106,fund
008413,长盛竞争优势C,,1,0.7729,fund
013132,创金合信文娱媒体股票发起A,,1,0.8311,fund
009557,申万菱信创业板量化精选股票A,,1,0.8701,fund
012864,易标普医疗人民币C,,1,1.7338,fund
009240,泰康蓝筹优势股票,,1,0.9103,fund
013339,创金合信芯片产业股票发起A,,1,0.7776,fund
009896,广发港股通成长精选股票A,,1,0.6543,fund
011825,浙商汇金量化臻选股票C,,1,0.8475,fund
009503,国寿安保创新医药股票C,,1,0.6818,fund
003622,创金合信优价成长A,,1,1.0487,fund
013074,银河沪深300价值指数证券投资基金,,1,1.0100,fund
007354,创金合信港股通量化股票A,,1,0.7495,fund
014052,银华港股通精选股票发起式C,,1,0.9768,fund
010873,博时沪深300指数增强发起式C,,1,0.7565,fund
014377,东吴新能源汽车股票C,,1,0.9175,fund
009981,万家创业板指数增强A,,1,0.8754,fund
014902,长城新能源股票发起式A,,1,0.8627,fund
011220,南方匠心优选股票A,,1,0.7130,fund
006863,国联安智能制造,,1,1.5716,fund
013874,平安中证医药及医疗器械创新指数发起式C,,1,1.0045,fund
011463,长城量化精选股票C,,1,1.2964,fund
007137,鹏扬元合量化股票A,,1,1.3956,fund
015197,汇添富智能制造股票D,,1,1.4734,fund
011180,浙商智选食品饮料股票型C,,1,0.8453,fund
007735,金鹰民安回报定开C,,1,1.0324,fund
015467,太平中证1000指数增强C,,1,1.0000,fund
011651,招商港股通核心精选股票A,,1,0.7618,fund
008075,招商核心优选股票A,,1,1.0136,fund
011668,东财高端制造增强C,,1,0.9674,fund
011926,大成消费精选股票C,,1,0.8099,fund
008177,建信高股息主题股票,,1,1.2360,fund
012322,东财云计算指数增强C,,1,0.7136,fund
011123,汇添富ESG可持续成长股票C,,1,0.7405,fund
