fd_code,fd_name,yield,sf_type,unit_nav,f_type
002096,博时新收益混合C,80.0762,3,1.2390,fund
160627,鹏华策略优选混合,80.0558,3,2.5820,fund
003516,国泰融安多策略灵活配置混合A,80.0234,3,2.6134,fund
519035,富国天博创新混合,79.9819,3,1.9751,fund
510081,长盛动态精选混合,79.8935,3,1.7507,fund
168601,汇安裕阳三年定开混合,79.8553,3,1.3679,fund
168107,九泰盈华量化混合C,79.7976,3,1.5459,fund
002823,招商盛达混合A,79.6954,3,1.7700,fund
001695,泓德泓业混合,79.6827,3,2.0951,fund
080005,长盛量化红利混合,79.6819,3,2.4850,fund
006720,平安核心优势混合A,79.6724,3,1.8535,fund
519997,长信银利精选混合,79.5452,3,1.0131,fund
450003,国富潜力组合混合A,79.5265,3,1.2150,fund
005187,长安鑫兴混合C,79.3626,3,1.9190,fund
003889,汇安丰泽混合A,79.3621,3,3.3686,fund
000433,安信鑫发优选混合,79.3069,3,2.3543,fund
002259,鹏华健康环保混合,79.3021,3,2.2610,fund
610002,信达澳银精华配置,79.2004,3,1.1090,fund
110015,易方达行业领先企业,79.1473,3,3.7830,fund
005075,富国研究量化精选混合,79.1200,3,1.7586,fund
003890,汇安丰泽混合C,79.0098,3,3.2902,fund
005241,中欧时代智慧混合A,78.9661,3,1.8046,fund
580003,东吴行业轮动混合,78.9617,3,0.8667,fund
005176,富国精准医疗灵活配置混合,78.8693,3,2.3634,fund
003823,中信建投轮换混合C,78.8593,3,2.1388,fund
519679,银河主题混合,78.8295,3,5.5920,fund
005266,博时厚泽回报混合C,78.7696,3,1.6616,fund
630002,华商盛世成长混合,78.7563,3,4.5161,fund
210004,金鹰稳健成长混合,78.6753,3,2.2120,fund
003980,中银证券瑞益混合A,78.6146,3,2.1891,fund
000220,富国医疗保健行业混合,78.5917,3,3.7790,fund
001376,泓德泓富混合C,78.3735,3,1.5172,fund
100060,富国高新技术产业,78.2230,3,3.2900,fund
519656,银河灵活配置混合A,78.2111,3,3.4270,fund
000993,华宝稳健回报混合,78.1250,3,1.4250,fund
005959,财通新视野混合C,78.0718,3,1.9449,fund
005888,华夏新兴消费混合A,77.8617,3,2.4022,fund
519097,新华中小市值混合,77.7615,3,3.0255,fund
481006,工银红利混合,77.7500,3,0.7530,fund
003293,易方达科瑞混合,77.7231,3,1.9155,fund
001297,平安智慧中国混合,77.7164,3,0.9650,fund
004693,前海联合泳隽混合A,77.6324,3,1.6566,fund
100039,富国通胀通缩主题,77.2999,3,3.2570,fund
004224,南方军工改革混合,77.1948,3,1.3846,fund
000219,博时裕益混合,77.1386,3,2.4020,fund
002824,招商盛达混合C,77.0256,3,1.7260,fund
410003,华富成长趋势混合,76.9090,3,1.6244,fund
003981,中银证券瑞益混合C,76.7847,3,2.1421,fund
006039,国富估值优势混合,76.6924,3,2.1037,fund
003238,新华外延增长混合,76.5997,3,2.1720,fund
121006,国投瑞银稳健增长混合,76.3636,3,2.6190,fund
005732,富国臻选成长灵活配置混合,76.3385,3,2.0420,fund
310358,申万菱信新经济混合,76.2717,3,0.9950,fund
160324,华夏磐晟混合,76.2484,3,1.8106,fund
001558,天弘医疗健康混合A,76.2368,3,1.5745,fund
006113,汇添富创新医药主题混合,76.2343,3,2.1238,fund
005738,长城智能产业混合,76.2299,3,2.0025,fund
005643,鹏扬景升混合C,76.1967,3,1.8994,fund
000690,前海开源大海洋混合,76.1905,3,1.9980,fund
001679,前海开源中国稀缺资产A,76.1745,3,2.1000,fund
001267,泰达宏利蓝筹混合,76.1628,3,1.2120,fund
005812,鹏华产业精选混合,75.9804,3,1.7591,fund
519915,富国消费主题混合,75.9358,3,2.6320,fund
001753,红土创新新兴产业混合,75.9036,3,1.4600,fund
002148,国寿安保稳惠混合,75.8751,3,1.7682,fund
001229,德邦福鑫混合A,75.8726,3,1.6780,fund
160813,长盛同盛成长优选,75.8065,3,1.4170,fund
166009,中欧新动力混合(LOF)A,75.7621,3,3.1943,fund
270007,广发大盘成长,75.7526,3,1.8723,fund
006408,汇添富消费升级混合,75.7316,3,1.9877,fund
002079,前海开源中国稀缺资产C,75.6000,3,2.1950,fund
003670,中融物联网主题混合,75.5403,3,1.4784,fund
007042,前海联合泳隽混合C,75.3970,3,1.6347,fund
070021,嘉实主题新动力混合,75.3715,3,3.3040,fund
004475,华泰柏瑞富利混合A,75.3599,3,1.7052,fund
040011,华安核心优选混合,75.3371,3,2.3922,fund
005421,中欧嘉泽灵活配置混合,75.3197,3,2.0565,fund
005244,国泰聚优价值混合A,75.2808,3,1.7011,fund
006721,平安核心优势混合C,75.2461,3,1.7982,fund
005889,华夏新兴消费混合C,75.2356,3,2.3613,fund
005498,银华积极成长混合,75.0071,3,1.8409,fund
001382,易方达国企改革,74.9791,3,2.0980,fund
005696,华安睿明两年定开C,74.9296,3,1.2418,fund
001127,中银宏观策略混合,74.8031,3,1.1100,fund
020010,国泰金牛创新成长,74.6881,3,1.0660,fund
005242,中欧时代智慧混合C,74.6642,3,1.7399,fund
001181,南方改革机遇,74.4813,3,1.6820,fund
002106,德邦福鑫混合C,74.4751,3,1.6453,fund
161818,银华消费主题混合,74.2266,3,1.3803,fund
217002,招商安泰平衡,74.1920,3,1.5481,fund
001559,天弘医疗健康混合C,74.1366,3,1.5378,fund
001740,光大中国制造2025混合,74.1063,3,2.0590,fund
519657,银河灵活配置混合C,74.1038,3,3.2540,fund
168105,九泰泰富灵活配置混合（LOF）,74.0923,3,1.8076,fund
519655,银河服务混合,74.0741,3,1.6920,fund
519710,交银策略回报混合,73.9996,3,1.7370,fund
151001,银河稳健混合,73.8935,3,2.2215,fund
000029,富国宏观策略混合,73.8365,3,3.0630,fund
004845,南华瑞盈混合A,73.8231,3,1.1926,fund
005260,银华稳健增利灵活配置混合A,73.8031,3,1.4921,fund
000794,宝盈睿丰创新混合A,73.7397,3,2.3090,fund
590005,中邮核心主题混合,73.6976,3,2.7340,fund
005400,万家潜力价值混合A,73.5737,3,1.9928,fund
163803,中银持续增长混合A,73.4788,3,0.3527,fund
001513,易方达信息产业混合,73.3231,3,2.2480,fund
003598,华商润丰灵活A,73.2338,3,1.7410,fund
002628,招商安博灵活配置混合A,73.0928,3,1.9717,fund
002694,中银新蓝筹混合,72.9299,3,1.6290,fund
006522,财通新兴蓝筹混合A,72.8362,3,1.7313,fund
005245,国泰聚优价值混合C,72.7112,3,1.6639,fund
002707,大摩科技领先混合,72.6384,3,1.4840,fund
006121,华安双核驱动混合,72.6231,3,1.7321,fund
180012,银华富裕主题混合,72.6059,3,5.1585,fund
001385,东方新思路混合C,72.5524,3,1.3906,fund
001924,华夏国企改革混合,72.5113,3,1.5250,fund
003593,国泰景气行业混合,72.4923,3,0.7330,fund
162203,泰达宏利稳定混合,72.4700,3,2.2121,fund
004890,中邮健康文娱混合,72.3193,3,1.7549,fund
005827,易方达蓝筹精选混合,72.3079,3,2.1442,fund
240008,华宝收益增长,72.2515,3,8.9855,fund
003284,中邮医药健康,72.1256,3,2.0180,fund
005261,银华稳健增利灵活配置混合C,72.0645,3,1.4727,fund
004236,中欧新动力混合（LOF）C,72.0285,3,3.1175,fund
398001,中海优质成长混合,71.9655,3,0.3598,fund
501038,银华明择多策略定期开放混合,71.9544,3,2.0043,fund
001222,鹏华外延成长混合,71.8663,3,1.8510,fund
240009,华宝先进成长,71.8440,3,4.9931,fund
000757,华富智慧城市混合,71.8362,3,1.3850,fund
000452,南方医保混合,71.7268,3,2.7150,fund
004357,南方智慧精选混合,71.6507,3,2.1743,fund
005682,财通资管消费精选混合,71.6430,3,1.6924,fund
470098,汇添富逆向投资,71.6327,3,3.3640,fund
002624,广发优企精选混合,71.6263,3,2.2689,fund
002296,长城行业轮动混合A,71.5847,3,1.9468,fund
519698,交银先锋混合,71.5634,3,2.3312,fund
004829,北信瑞丰兴瑞混合,71.5538,3,1.6440,fund
002967,浙商大数据智选消费A,71.4984,3,2.1060,fund
002959,汇添富盈泰混合,71.3901,3,1.9110,fund
020009,国泰金鹏蓝筹价值,71.1244,3,1.1260,fund
260101,景顺长城优选混合,71.0698,3,3.6550,fund
000772,景顺长城中国回报,71.0548,3,2.0920,fund
470008,汇添富策略回报混合,70.9910,3,2.6290,fund
100029,富国天成红利混合,70.9893,3,1.1378,fund
160518,博时睿远定增混合,70.9677,3,2.0670,fund
005401,万家潜力价值混合C,70.9179,3,1.9459,fund
110009,易方达价值精选混合,70.8362,3,1.0615,fund
000706,中邮多策略混合,70.8268,3,1.6800,fund
240011,华宝大盘精选,70.8002,3,2.8863,fund
519025,海富通领先成长混合,70.7131,3,2.1305,fund
006100,平安优势产业混合A,70.6914,3,1.9269,fund
320007,诺安成长混合,70.6332,3,1.5630,fund
002770,安信新回报混合A,70.5843,3,2.5574,fund
398061,中海消费股票,70.5521,3,4.7260,fund
002629,招商安博灵活配置混合C,70.5158,3,1.9108,fund
003373,大成景禄混合A,70.4186,3,1.4656,fund
003374,大成景禄混合C,70.4040,3,1.4636,fund
000589,光大银发商机混合,70.1107,3,2.7660,fund
163411,兴全精选混合,69.8778,3,2.9185,fund
000532,景顺长城优势企业,69.7709,3,3.4090,fund
001540,浙商汇金转型驱动灵活配置混合,69.6970,3,1.1200,fund
260111,景顺长城公司治理,69.6781,3,1.3660,fund
000796,宝盈睿丰创新混合C,69.6517,3,2.0460,fund
002771,安信新回报混合C,69.5681,3,2.5247,fund
450010,国富策略回报混合,69.4850,3,2.2050,fund
100026,富国天合稳健混合,69.4500,3,1.7307,fund
005914,景顺长城智能生活,69.4035,3,1.7579,fund
040016,华安行业轮动混合,69.3254,3,2.6982,fund
004394,华泰柏瑞量化创优,69.2673,3,1.7443,fund
000763,工银新财富混合,69.2456,3,2.6250,fund
006058,民生加银新兴成长混合,69.2153,3,1.9321,fund
002293,南方益和灵活配置混合,69.1988,3,1.8309,fund
004076,国联安锐意成长,69.1948,3,2.1349,fund
002295,广发稳安灵活配置,69.1659,3,1.8456,fund
001534,华宝万物互联,69.1554,3,1.3820,fund
001280,银华聚利混合A,69.0579,3,1.4570,fund
040020,华安升级主题混合,68.9575,3,2.1880,fund
110029,易方达科讯混合,68.9044,3,1.5405,fund
161232,国投瑞银瑞盛灵活配置混合型证券投资基金,68.9016,3,1.1840,fund
004434,博时逆向投资混合A,68.8454,3,1.5706,fund
006523,财通新兴蓝筹混合C,68.6988,3,1.6880,fund
005741,南方君信混合,68.6483,3,1.9688,fund
001892,长盛新兴成长混合,68.4866,3,1.7590,fund
377020,上投摩根内需动力混合,68.4441,3,0.9433,fund
002220,南方瑞利混合,68.2518,3,1.8315,fund
161910,万家新机遇价值驱动混合A,68.2430,3,2.1986,fund
001978,泰信互联网+混合,68.1350,3,1.7940,fund
004142,招商盛合混合A,68.0788,3,1.6386,fund
000649,长城久鑫灵活配置混合,67.9324,3,1.7690,fund
180018,银华和谐主题混合,67.7700,3,3.8520,fund
000566,华泰柏瑞创新升级,67.7597,3,2.8410,fund
000928,中融国企改革混合,67.7483,3,1.7060,fund
582003,东吴配置优化混合,67.7041,3,1.7458,fund
630016,华商价值共享混合,67.6440,3,3.2020,fund
160642,鹏华增瑞混合,67.6209,3,1.6219,fund
002326,银华聚利混合C,67.5960,3,1.4260,fund
519158,新华趋势领航混合,67.2831,3,3.3741,fund
160805,长盛同智优势混合,67.2626,3,0.9592,fund
000634,富国天盛混合,67.2556,3,1.2210,fund
519700,交银主题优选混合,67.2150,3,1.8816,fund
610005,信达澳银红利回报,67.2088,3,1.1660,fund
690004,民生加银稳健成长,67.1395,3,2.8280,fund
000031,华夏复兴混合,67.1100,3,2.7640,fund
320003,诺安先锋混合,67.1062,3,2.4080,fund
001990,中欧数据挖掘混合,67.0912,3,1.5752,fund
005001,交银持续成长主题,66.9422,3,1.9326,fund
070032,嘉实优化红利混合,66.7695,3,1.6750,fund
002174,东方互联网嘉混合,66.7603,3,1.0089,fund
000969,前海开源大安全混合,66.7600,3,1.7860,fund
519176,浦银安盛消费升级混合C,66.7309,3,2.5960,fund
070019,嘉实价值优势混合,66.6667,3,2.2300,fund
001053,南方创新经济,66.5620,3,2.1220,fund
004496,前海开源多元策略A,66.5049,3,2.1619,fund
006101,平安优势产业混合C,66.4385,3,1.8661,fund
481008,工银大盘蓝筹混合,66.3994,3,1.1970,fund
004435,博时逆向投资混合C,66.3480,3,1.5314,fund
519125,浦银安盛消费升级混合A,66.2821,3,2.5940,fund
003378,泰康策略优选混合,66.2744,3,1.8234,fund
004143,招商盛合混合C,66.2292,3,1.6086,fund
005076,创金合信优选回报,66.2052,3,1.0453,fund
004497,前海开源多元策略C,66.0290,3,2.1265,fund
002504,鹏华金鼎混合A,65.9864,3,1.7080,fund
002547,民生加银养老服务,65.9770,3,2.1660,fund
100020,富国天益价值混合,65.8502,3,1.9769,fund
002450,平安睿享文娱灵活配置混合A,65.4893,3,1.9600,fund
005819,国泰优势行业混合,65.4876,3,1.8480,fund
002216,易方达量化策略精选A,65.4812,3,1.5820,fund
006796,富国消费升级混合,65.4322,3,1.7645,fund
003501,泰达宏利睿智稳健,65.3671,3,1.1908,fund
001709,华富物联世界混合,65.3595,3,1.7710,fund
673020,西部利得成长精选混合,65.3140,3,1.7110,fund
005875,易方达中盘成长混合,65.2331,3,2.1477,fund
005474,泰康均衡优选混合,65.1319,3,1.7215,fund
002773,光大铭鑫混合A,65.0338,3,1.7114,fund
005357,富国国企改革混合,64.9027,3,1.5768,fund
000747,广发逆向策略混合,64.8497,3,2.8519,fund
481013,工银消费服务混合,64.8422,3,2.5600,fund
590006,中邮中小盘混合,64.7178,3,2.2410,fund
161810,银华内需精选混合,64.6888,3,2.8310,fund
001102,前海开源国家比较优势,64.6688,3,2.6100,fund
160611,鹏华优质治理混合,64.6580,3,1.1790,fund
003581,前海联合国民健康混合A,64.6073,3,1.5720,fund
377150,上投摩根健康品质生活混合,64.4876,3,3.6434,fund
006085,万家新机遇价值驱动混合C,64.4466,3,1.9563,fund
110001,易方达平稳增长混合,64.4055,3,4.7010,fund
519013,海富通风格优势混合,64.3326,3,0.8855,fund
000823,银华高端制造业,64.2344,3,1.3730,fund
400007,东方策略成长混合,64.1698,3,4.4119,fund
310308,申万菱信盛利精选,64.1240,3,0.8837,fund
006302,银华行业轮动混合,64.0988,3,1.7127,fund
005486,平安量化精选混合A,64.0866,3,1.6832,fund
002774,光大铭鑫混合C,64.0156,3,1.7261,fund
002263,泰达宏利大数据混合,63.9636,3,1.7672,fund
161219,国投瑞银新兴产业混合（LOF）,63.9568,3,2.2790,fund
004250,银河量化优选混合,63.9009,3,1.8924,fund
166006,中欧行业成长混合A,63.8928,3,1.8828,fund
002560,诺安和鑫灵活配置混合,63.8848,3,1.2293,fund
001886,中欧成长E,63.8704,3,1.8909,fund
519670,银河行业混合,63.7776,3,0.9810,fund
005541,前海开源盛鑫混合A,63.6982,3,1.5421,fund
162605,景顺长城鼎益混合(LOF),63.5947,3,2.4660,fund
007047,长城核心优势混合,63.5494,3,1.5581,fund
004335,华宝新飞跃混合,63.4736,3,1.9540,fund
003434,博时鑫泽混合A,63.4548,3,1.9760,fund
005434,鹏华睿投混合,63.4452,3,1.7876,fund
006397,长信内需成长混合E,63.3628,3,2.1834,fund
006209,中信保诚新蓝筹混合,63.3570,3,1.7966,fund
005542,前海开源盛鑫混合C,63.1840,3,1.5352,fund
002217,易方达量化策略精选C,63.0526,3,1.5490,fund
003435,博时鑫泽混合C,62.9791,3,1.9670,fund
519979,长信内需成长混合A,62.9604,3,2.3249,fund
163415,兴全商业模式优选,62.8664,3,3.0000,fund
004234,中欧数据挖掘混合C,62.8518,3,1.5109,fund
168101,九泰锐智定增混合,62.8206,3,1.6350,fund
003554,泰达宏利大数据C,62.8193,3,1.7464,fund
001152,融通新区域新经济混合,62.8083,3,0.8580,fund
260104,景顺长城内需增长,62.7996,3,10.2100,fund
004453,前海开源盈鑫混合A,62.7847,3,1.7011,fund
519183,万家双引擎混合,62.7687,3,2.4915,fund
378010,上投摩根成长先锋混合,62.6980,3,1.5808,fund
001628,招商体育文化休闲,62.5882,3,1.3820,fund
770001,德邦优化混合,62.5333,3,1.5323,fund
002305,光大风格轮动混合,62.4069,3,1.3090,fund
002562,泓德泓益混合,62.3963,3,1.4547,fund
002808,泓德优势领航混合,62.3336,3,1.8782,fund
005481,银华瑞泰混合,62.2637,3,1.6063,fund
006243,中银双息回报混合,62.2630,3,1.6618,fund
004454,前海开源盈鑫混合C,62.2507,3,1.7085,fund
002505,鹏华金鼎混合C,62.2156,3,1.6400,fund
005571,中银证券新能源混合A,62.1727,3,1.9631,fund
290008,泰信发展主题混合,62.1176,3,2.0670,fund
007111,前海联合国民健康混合C,62.0942,3,1.5480,fund
070002,嘉实增长混合,61.9632,3,16.9016,fund
202212,南方平衡混合,61.9478,3,2.4012,fund
000717,融通转型三动力A,61.6667,3,2.3280,fund
160918,大成中小盘混合,61.6316,3,3.1014,fund
002451,平安睿享文娱灵活配置混合C,61.5264,3,1.8640,fund
005453,前海开源医疗健康A,61.4790,3,1.6705,fund
270001,广发聚富财富,61.4776,3,1.1270,fund
004119,广发创新驱动混合,61.4754,3,1.7730,fund
110005,易方达积极成长混合,61.4497,3,0.6200,fund
000066,诺安鸿鑫混合,61.3896,3,1.7769,fund
673040,西部利得行业主题优选混合A,61.3870,3,1.8850,fund
519712,交银阿尔法核心混合A,61.3600,3,3.5951,fund
000788,前海开源中国成长,61.3466,3,1.9410,fund
180020,银华成长先锋混合,61.3346,3,1.7650,fund
550008,信诚优胜精选混合,61.2869,3,1.8860,fund
001417,汇添富医疗服务混合,61.2808,3,1.6370,fund
003446,英大睿鑫混合A,61.1804,3,1.8795,fund
160211,国泰中小成长混合,61.1655,3,3.2910,fund
002810,金信转型创新成长混合,61.1111,3,1.4500,fund
004138,上银鑫达灵活配置混合,61.1084,3,1.6519,fund
160605,鹏华中国50,61.0787,3,2.2100,fund
006377,广发趋势动力混合,61.0728,3,1.8198,fund
481001,工银核心价值混合,61.0338,3,0.2959,fund
005454,前海开源医疗健康C,61.0143,3,1.6636,fund
580008,东吴新产业精选混合,61.0141,3,2.9691,fund
001474,兴银丰盈灵活配置,61.0075,3,2.1414,fund
001986,前海开源人工智能主题,60.9904,3,1.8530,fund
519668,银河成长混合,60.9849,3,1.2203,fund
002272,新华科技,60.9464,3,1.5306,fund
002862,金信量化精选混合,60.8592,3,1.3480,fund
673043,西部利得行业主题优选混合C,60.8375,3,1.1710,fund
000083,汇添富消费行业混合,60.8148,3,6.5130,fund
213006,宝盈核心优势混合,60.7993,3,0.9634,fund
001852,融通中国风1号混合,60.7750,3,2.3650,fund
004424,汇添富文体娱乐混合A,60.6562,3,1.8951,fund
005526,工银新生代混合,60.6385,3,1.8920,fund
005572,中银证券新能源混合C,60.4819,3,1.9383,fund
002003,工银新机遇混合A,60.3297,3,1.4590,fund
519619,银河君荣混合A,60.3024,3,1.8521,fund
002179,华安事件驱动量化策略,60.2506,3,1.4070,fund
020015,国泰区位优势混合,60.1836,3,3.8380,fund
006223,交银创新成长混合,60.1680,3,2.0588,fund
150103,银河银泰混合（后端）,60.1502,3,0.7716,fund
004231,中欧行业成长混合（LOF）C,60.1198,3,1.8180,fund
005726,国泰价值精选混合A,60.0666,3,1.9709,fund
004549,富安达消费主题混合,60.0391,3,1.7201,fund
673120,西部利得新富混合,59.9465,3,1.7930,fund
260109,景顺长城内需增长贰号,59.9459,3,1.4360,fund
005487,平安量化精选混合C,59.8759,3,1.6237,fund
000843,富国新回报混合C,59.8246,3,1.7100,fund
000417,国联安新精选混合,59.7917,3,1.2834,fund
020018,国泰金鹿混合,59.6166,3,1.9735,fund
000167,广发聚优灵活配置混合,59.5915,3,2.1880,fund
001117,中欧精选定开混合A,59.5538,3,1.6450,fund
000841,富国新回报混合A,59.5481,3,1.7370,fund
005810,南方瑞祥一年定开混合A,59.5442,3,1.6800,fund
004206,华商元享混合,59.5397,3,1.4073,fund
001345,富国新收益混合A,59.5013,3,1.7970,fund
001782,九泰久益混合A,59.4675,3,2.1560,fund
005729,南方人工智能混合,59.4439,3,2.0471,fund
001890,中欧精选定开混合E,59.4203,3,1.6500,fund
519736,交银新成长混合,59.4064,3,3.4910,fund
005262,鑫元欣享混合A,59.3284,3,1.4221,fund
002125,广发新兴成长混合,59.1760,3,1.2750,fund
003447,英大睿鑫混合C,59.1256,3,1.8384,fund
161606,融通行业景气混合,59.1083,3,2.2100,fund
260108,景顺长城新兴成长,59.0654,3,2.3400,fund
003955,国泰民丰回报混合,59.0549,3,2.3090,fund
002634,华宝未来主导混合,59.0419,3,1.3280,fund
690005,民生加银内需增长,58.9341,3,2.1220,fund
163406,兴全合润混合,58.8717,3,1.5941,fund
005275,中欧创新成长混合A,58.8485,3,1.6444,fund
001030,天弘云端生活优选混合A,58.7678,3,1.2730,fund
090015,大成内需增长,58.7405,3,4.1590,fund
001320,工银丰盈回报混合,58.6405,3,1.9370,fund
000021,华夏优势增长混合,58.6372,3,2.6540,fund
002317,招商睿逸稳健混合,58.6275,3,1.6180,fund
519688,交银精选混合,58.5230,3,0.8789,fund
001844,九泰久益混合C,58.5065,3,2.0590,fund
000020,景顺长城品质投资,58.5044,3,3.2430,fund
202001,南方稳健成长混合,58.5037,3,2.0023,fund
006364,招商丰韵混合A,58.4791,3,1.5859,fund
004634,前海联合泳涛混合A,58.3820,3,1.8423,fund
202002,南方稳健成长贰号,58.3589,3,0.3901,fund
002683,民生加银前沿科技,58.3004,3,1.6020,fund
501062,南方瑞合三年定开混合,58.2578,3,1.1806,fund
005270,太平改革红利精选混合,58.2510,3,1.3079,fund
530003,建信优选成长混合A,58.1910,3,2.5936,fund
519620,银河君荣混合C,58.1132,3,1.8035,fund
002419,汇添富盈安灵活配置混合,58.0381,3,1.7400,fund
257020,国联安德盛精选,58.0274,3,0.7050,fund
530012,建信积极配置混合,57.9685,3,3.6080,fund
160519,博时睿利事件驱动,57.9329,3,1.7420,fund
002604,华夏新起点混合,57.8855,3,1.7920,fund
001056,北信瑞丰健康生活主题,57.8216,3,1.3620,fund
001901,前海开源沪港深隆鑫A,57.8188,3,1.1820,fund
255010,国联安德盛稳健,57.7986,3,0.9590,fund
005706,兴业龙腾双益平衡,57.6796,3,1.7709,fund
257030,国联安优势混合,57.6700,3,0.9330,fund
110023,易方达医疗保健行业,57.6281,3,2.8310,fund
005742,南方成安优选混合,57.6258,3,1.6598,fund
003715,宝盈消费主题混合,57.5445,3,1.7541,fund
121005,国投瑞银创新动力混合,57.5270,3,0.6031,fund
007041,前海联合泳涛混合C,57.5004,3,1.8311,fund
005598,广发中小盘精选混合,57.4080,3,1.4672,fund
001902,前海开源沪港深隆鑫C,57.4045,3,1.2160,fund
050022,博时回报混合,57.4013,3,1.6970,fund
002004,工银新机遇混合C,57.3971,3,1.4150,fund
006385,华泰保兴研究智选A,57.3222,3,1.7919,fund
002244,景顺长城低碳科技,57.2806,3,1.6310,fund
005847,富国沪港深业绩驱动混合,57.2670,3,1.7551,fund
001125,博时互联网混合,57.2614,3,1.1370,fund
161132,易方达科顺定期开放,57.2394,3,1.7908,fund
005263,鑫元欣享混合C,57.2218,3,1.4124,fund
004986,鹏华策略回报混合,57.1373,3,1.6182,fund
001347,富国新收益混合C,57.1362,3,1.8540,fund
206007,鹏华消费优选混合,57.0939,3,3.6650,fund
580006,东吴新经济混合,57.0876,3,1.3808,fund
233011,大摩主题优选混合,57.0139,3,2.3190,fund
000527,南方新优享,56.9182,3,3.9920,fund
000017,财通可持续混合,56.8543,3,1.5080,fund
519697,交银优势行业混合,56.7711,3,5.3710,fund
001154,北信瑞丰平安中国主题,56.7308,3,1.3040,fund
040007,华安中小盘成长混合,56.7097,3,2.4033,fund
410006,华富策略精选混合,56.6486,3,2.0557,fund
270008,广发核心精选混合,56.6399,3,4.4940,fund
005445,华宝价值发现混合,56.5594,3,1.5908,fund
006921,南方智诚混合,56.5282,3,1.5897,fund
006084,融通研究优选混合,56.4992,3,1.5700,fund
004332,恒生前海沪港深新兴产业精选混合,56.4275,3,1.5369,fund
004814,中欧红利优享混合A,56.3754,3,1.5668,fund
001536,南方君选,56.2750,3,1.5120,fund
006072,民生加银创新成长混合,56.2016,3,1.6145,fund
001272,兴业聚利混合,56.1728,3,2.2770,fund
000595,嘉实泰和混合,56.1265,3,3.1940,fund
001182,易方达安心回馈混合,56.1218,3,2.3590,fund
320015,诺安行业轮动混合,56.1164,3,1.7969,fund
004351,汇丰晋信珠三角混合,56.1118,3,1.6309,fund
001743,诺安优选回报混合,55.9859,3,1.5100,fund
001500,泓德远见回报混合,55.9161,3,1.6465,fund
005910,广发龙头优选混合,55.8226,3,1.8091,fund
005544,银华瑞和混合,55.7570,3,1.8641,fund
005067,融通逆向策略混合,55.7372,3,1.5717,fund
320006,诺安灵活配置混合,55.6744,3,3.3470,fund
005381,泰康睿利量化多策略A,55.6007,3,1.4169,fund
217009,招商核心价值混合,55.4850,3,1.6682,fund
580005,东吴进取策略混合A,55.4731,3,1.6135,fund
000117,广发轮动配置混合,55.4094,3,2.6000,fund
001875,前海开源沪港深优势精选,55.4000,3,1.7540,fund
340008,兴全有机增长,55.3988,3,3.6685,fund
163302,大摩华鑫资源优选混合,55.2316,3,1.0718,fund
002152,华宝核心优势混合,55.1871,3,1.8250,fund
200007,长城安心回报混合,55.1240,3,1.5367,fund
005276,中欧创新成长混合C,55.0711,3,1.5932,fund
690001,民生加银品牌蓝筹,55.0317,3,2.4975,fund
000591,中银健康生活混合,54.9519,3,2.2530,fund
002167,南方顺康混合,54.8981,3,1.5891,fund
530016,建信恒稳混合,54.7662,3,3.4420,fund
006365,招商丰韵混合C,54.7345,3,1.5475,fund
005250,银华估值优势混合,54.7052,3,1.5585,fund
270005,广发聚丰混合,54.6647,3,0.9495,fund
004666,长城久嘉创新成长混合,54.6454,3,1.4348,fund
519779,交银沪港深价值精选,54.6167,3,1.7750,fund
673050,西部利得新盈混合,54.5540,3,1.6460,fund
630006,华商产业升级混合,54.5372,3,1.7030,fund
006386,华泰保兴研究智选C,54.5334,3,1.7538,fund
700001,平安行业先锋混合,54.5079,3,1.8680,fund
001861,富安达健康人生混合,54.4796,3,1.7484,fund
005331,益民优势安享混合,54.4795,3,1.7467,fund
005593,上投创新商业模式混合,54.3688,3,1.5653,fund
290005,泰信优势增长混合,54.3568,3,1.8600,fund
001838,国投瑞银国家安全混合,54.2260,3,1.0570,fund
690009,民生加银红利回报,54.1756,3,2.8800,fund
003147,大成动态量化混合,54.1529,3,1.4885,fund
519613,银河君尚混合A,54.0891,3,1.4990,fund
000408,民生加银城镇化混合,54.0423,3,2.0200,fund
501028,财通多策略福瑞混合,54.0020,3,1.3988,fund
000535,长盛航天海工混合,53.8907,3,1.5350,fund
005811,南方瑞祥一年定开混合C,53.8506,3,1.6022,fund
001801,汇添富达欣混合A,53.7620,3,1.6310,fund
000241,宝盈核心优势混合C,53.7232,3,0.9384,fund
001268,富国国家安全主题,53.6232,3,0.9540,fund
000654,华商新锐产业混合,53.2794,3,1.7060,fund
006590,南方新优享C,53.2283,3,3.8920,fund
000410,益民服务领先混合,53.0524,3,4.6130,fund
001857,易方达现代服务业,52.8881,3,1.6940,fund
006230,鹏华研究驱动混合,52.8408,3,1.8723,fund
004815,中欧红利优享混合C,52.8342,3,1.5181,fund
005379,添富价值创造定开混合,52.7244,3,1.7322,fund
519623,银河君耀混合A,52.6778,3,1.5822,fund
673071,西部利得新动力混合A,52.6133,3,1.7169,fund
006526,鹏华优选回报混合,52.5813,3,1.5960,fund
006136,广发估值优势混合A,52.5812,3,1.9300,fund
730002,方正富邦红利精选,52.5086,3,1.7691,fund
080001,长盛成长价值混合,52.3346,3,1.6909,fund
519005,海富通股票混合,52.3023,3,1.0783,fund
