found_date,fd_code,manager_name,totshare,fd_full_name,keeper_name,unit_nav,keep_time,work_year,yield
2015-02-12,001036,谢泽林,5亿,嘉实企业变革股票,嘉实基金管理有限公司,1.5170,2017-10-17,13,53.5425
2015-08-21,001528,韩冬燕,2亿,诺安先进制造股票,诺安基金管理有限公司,2.2300,2015-11-05,18,53.2646
2017-01-19,004241,周蔚文 罗佳明 刘伟伟,223亿,中欧时代先锋股票C,中欧基金管理公司,1.3163,2021-12-17,23,52.9971
2014-02-10,000457,李博,14亿,上投摩根核心成长股票,上投摩根基金管理有限公司,2.4112,2014-12-31,13,52.8979
2017-04-06,004292,王海青,1亿,鹏华沪深港互联网股票,鹏华基金管理有限公司,1.7339,2020-01-07,12,52.5515
2009-12-11,540007,刘哲华,7291万,汇丰晋信中小盘股票,汇丰晋信基金管理有限公司,1.8393,2020-01-20,5,52.2473
2018-04-23,005763,刘金辉 许文星,18亿,中欧电子信息产业沪港深股票C,中欧基金管理有限公司,2.0969,2020-05-18,8,52.1367
2018-03-21,005505,范洁,5亿,前海开源中药股票A,前海开源基金管理有限公司,2.0568,2019-12-10,9,51.6032
2016-11-02,003416,贾成东,1064万,招商财经大数据股票,招商基金管理有限公司,1.2337,2020-08-01,14,51.4672
2012-05-28,320020,蔡宇滨,1亿,诺安策略精选股票,诺安基金管理有限公司,1.8720,2018-06-30,13,51.0896
2018-03-21,005506,范洁,5亿,前海开源中药股票C,前海开源基金管理有限公司,2.0417,2019-12-10,9,50.5790
2015-08-04,001542,彭凌志,11亿,国泰互联网+股票,国泰基金管理有限公司,2.4190,2015-12-01,15,50.5289
2015-08-07,001583,袁玮,5亿,安信新常态股票A,安信基金管理有限责任公司,1.6419,2016-04-11,12,50.0100
2016-01-20,001877,陈金伟,21亿,宝盈国家安全,宝盈基金管理有限公司,1.2958,2020-11-21,8,49.9769
2019-03-05,006868,张帆,6亿,华夏科技成长股票,华夏基金管理有限公司,1.4927,2019-03-05,12,49.8093
2017-07-12,004716,王颖 提云涛,5亿,信诚阿尔法,中信保诚基金管理有限公司,1.5423,2017-07-12,22,48.8015
2012-03-13,160127,郑诗韵,9亿,南方新兴消费增长分级股票型基金,南方基金管理股份有限公司,0.7325,2020-11-17,7,48.5971
2019-01-22,006561,余昊,3537万,华夏中证四川国改ETF联接C,华夏基金管理有限公司,1.5331,2022-01-13,10,48.4843
2011-01-25,671010,何奇,6亿,西部利得策略优选,西部利得基金管理有限公司,1.3650,2020-10-22,10,48.2085
2015-07-14,519965,左金保,2亿,长信量化多策略股票型证券投资基金,长信基金管理公司,1.7520,2018-08-30,12,47.9730
2015-06-09,001416,张楠 张自力,15亿,嘉实事件驱动股票,嘉实基金管理有限公司,1.0800,2015-06-09,26,47.9452
2014-08-26,000697,张朋,35亿,添富移动互联,汇添富基金管理股份有限公司,1.6060,2020-12-22,10,47.7461
2015-02-16,001050,许一尊 吴振翔,11亿,添富成长多因子,汇添富基金管理股份有限公司,1.7070,2015-02-16,16,46.7756
2015-06-24,001193,闫鑫,3亿,中金消费升级,,1.1184,2020-09-07,7,46.5793
2015-03-31,001040,赵强,8亿,新华策略精选股票,新华基金管理股份有限公司,1.6489,2017-05-17,19,46.4387
2017-07-20,004858,左金保,2亿,长信量化多策略股票C,长信基金管理有限责任公司,1.6942,2018-08-30,12,45.0514
2017-11-09,005237,杨腾 马君,5919万,银华医疗健康A,银华基金管理股份有限公司,1.4341,2017-11-09,14,44.2611
2016-03-15,002229,张帆,14亿,华夏经济转型股票,华夏基金管理有限公司,1.8550,2017-01-06,12,44.1336
2015-10-08,001888,魏博,7亿,中欧盛世E,中欧基金管理公司,1.8781,2015-10-08,15,44.0371
2010-08-20,110022,王元春 萧楠,310亿,易基消费行业,易方达基金管理有限公司,3.7590,2012-09-28,16,43.8026
2007-08-06,200008,杨建华,23亿,长城品牌,长城基金管理公司,1.8481,2013-06-18,22,43.7006
2014-09-23,000761,王晓宁,1009万,国富健康优质生活股票,国海富兰克林基金管理有限公司,1.6248,2014-09-23,19,43.4069
2017-09-06,004686,刘文成,5亿,华夏研究精选股票,华夏基金管理有限公司,1.4518,2020-12-23,7,43.4018
2015-12-11,001521,祁善斌 张琦,5亿,国寿安保成长优选股票,国寿安保基金管理有限公司,1.5000,2015-12-11,17,42.9933
2017-07-07,004476,詹成,19亿,景顺长城沪港深领先科技基金,景顺长城基金管理有限公司,1.5850,2017-07-07,11,42.9216
2017-11-09,005238,杨腾 马君,5919万,银华医疗健康C,银华基金管理股份有限公司,1.4132,2017-11-09,14,42.6178
2006-08-07,519018,顾耀强,54亿,汇添富均衡前收费基金,汇添富基金公司,0.6569,2019-08-24,18,42.4737
2016-07-13,001974,黎海威,14亿,景顺长城量化新动力,景顺长城基金管理有限公司,2.1310,2016-07-13,19,42.0667
2018-02-06,005457,黎海威,7亿,景顺长城量化小盘股票,景顺长城基金管理有限公司,1.5225,2018-02-06,19,41.8919
2018-03-23,005530,吴振翔 许一尊,4亿,汇添富沪深300指数增强A,汇添富基金管理股份有限公司,1.4999,2020-11-03,16,41.8211
2018-09-20,006138,邹新进,6149万,国联安价值优选,国联安基金管理有限公司,1.8348,2018-09-20,18,41.7381
2016-01-22,002210,孙悦 董梁,4亿,创金合信量化多因子股票A,创金合信基金管理有限公司,1.6845,2019-07-05,19,40.9270
2003-04-28,217001,张西林,4亿,招商安泰偏股混合,招商基金管理有限公司,0.4249,2021-09-04,12,40.5268
2015-03-26,001097,杜聪,1亿,华泰柏瑞积极优选,华泰柏瑞基金管理有限公司,0.8760,2020-08-26,8,40.3846
2010-12-08,540009,范坤祥,2亿,汇丰晋信消费红利股票,汇丰晋信基金管理有限公司,0.8565,2021-03-13,15,40.0826
2018-04-23,005802,董超,31亿,添富智能制造股票,汇添富基金管理股份有限公司,1.4463,2021-01-11,7,39.9555
2017-06-28,004352,程敏,5895万,北信瑞丰研究精选,北信瑞丰基金管理有限公司,1.3738,2020-06-01,12,39.7985
2018-04-03,005635,黄瑞庆 林景艺,2亿,博时量化多策略股票A,博时基金管理有限公司,1.4490,2018-04-03,20,39.7974
2014-07-03,160133,蒋秋洁,18亿,南方天元新产业股票型证券投资基金,南方基金管理股份有限公司,3.3190,2015-06-16,14,39.7474
2018-02-01,005612,胡宇飞,11亿,嘉实核心优势股票,嘉实基金管理有限公司,1.4190,2018-02-01,17,39.5417
2019-01-17,005970,李海,1亿,国泰消费优选股票,国泰基金管理有限公司,1.4425,2019-08-15,11,39.1434
2007-08-08,519694,王少成,21亿,交银施罗德蓝筹股票前收费基金,交银施罗德基金公司,0.7230,2018-09-28,18,38.7227
2012-03-07,399011,梁静静,14亿,中海医疗保健主题股票,中海基金管理有限公司,1.4600,2021-07-30,7,38.4550
2017-05-19,004450,王贵重 张丹华,21亿,嘉实前沿科技沪港深股票,嘉实基金管理有限公司,1.6164,2017-05-19,11,38.3904
2015-09-01,001626,饶玉涵,7971万,国泰央企改革股票,国泰基金管理有限公司,1.6180,2016-01-08,12,38.1725
2015-04-15,000979,鲍无可,18亿,景顺长城沪港深精选,景顺长城基金管理有限公司,1.5380,2016-05-28,14,37.8136
2017-01-06,003865,孙悦 董梁,4亿,创金合信量化多因子股票C,创金合信基金管理有限公司,1.6224,2019-07-05,19,37.7951
2015-06-02,001291,余斌,2亿,大摩华鑫量化多策略股票型证券投资基金,,1.1790,2019-08-20,15,37.0930
2018-04-03,005636,黄瑞庆 林景艺,2亿,博时量化多策略股票C,博时基金管理有限公司,1.4023,2018-04-03,20,36.4238
2015-06-09,001313,郭晨,6亿,上投摩根智慧互联股票,上投摩根基金管理有限公司,0.9446,2015-06-09,15,36.3059
2015-12-10,001849,陆琦,1378万,前海开源强势共识100,前海开源基金管理有限公司,1.4470,2021-01-14,11,36.2524
2014-01-02,000411,邓敬东 曾理,3915万,景顺长城优质成长基金,景顺长城基金管理有限公司,1.6120,2022-02-19,8,35.6902
2010-06-22,460009,盛豪 田汉卿,9亿,华泰柏瑞量化先行,华泰柏瑞基金管理有限公司,1.9470,2015-03-18,28,35.5850
2007-03-12,519068,李威 陈潇扬,66亿,汇添富焦点前收费基金,汇添富基金公司,2.5446,2021-12-31,14,35.5384
2016-08-09,002871,孙蒙,3亿,华夏智胜价值成长股票A,华夏基金管理有限公司,1.2817,2020-03-17,8,35.2432
2015-01-27,000955,蒋秋洁,4亿,南方产业活力,南方基金管理股份有限公司,1.3600,2019-03-15,14,34.3874
2017-12-22,005328,肖立强,5269万,前海开源价值策略股票,前海开源基金管理有限公司,1.1674,2019-05-30,12,33.9991
2018-09-03,006346,施荣盛,1亿,安信量化优选股票A,安信基金管理有限责任公司,1.7855,2020-01-13,9,33.9158
2016-08-10,001703,周晶,3亿,银华沪港深增长股票,银华基金管理股份有限公司,1.9970,2018-12-27,16,33.2221
2016-09-07,003053,王贵重,1亿,嘉实文体娱乐股票A,嘉实基金管理有限公司,1.4340,2020-08-21,8,33.0241
2017-12-26,005113,俞瑶,5亿,平安沪深300指数量化增强A,平安基金管理有限公司,1.2771,2021-11-04,13,32.5893
2019-01-22,006938,张羽翔,5亿,鹏华中证500指数证券投资基金（LOF）,鹏华基金公司,1.7210,2019-01-22,15,32.4865
2018-02-01,005502,毛甜,4295万,华泰紫金智能量化股票发起A,华泰证券（上海）资产管理有限公司,1.2289,2018-03-10,12,32.3960
2018-09-03,006347,施荣盛,1亿,安信量化优选股票C,安信基金管理有限责任公司,1.7625,2020-01-13,9,32.3000
2016-09-07,003054,王贵重,1亿,嘉实文体娱乐股票C,嘉实基金管理有限公司,1.3980,2020-08-21,8,31.0216
2018-05-25,005870,苏俊杰,4亿,鹏华沪深300指数增强,鹏华基金管理有限公司,1.3340,2021-03-05,10,30.8998
2017-12-26,005114,俞瑶,5亿,平安沪深300指数量化增强C,平安基金管理有限公司,1.2445,2021-11-04,13,30.5191
2011-06-16,163110,王剑 俞诚,6亿,申万菱信量化小盘股票型基金,申万菱信基金公司,2.0679,2020-04-15,13,30.1358
2015-05-14,167503,施荣盛,1亿,安信一带一路指数,安信基金管理有限责任公司,1.5000,2021-01-01,9,29.7216
2011-07-27,540010,陈平,5亿,汇丰晋信科技先锋股票,汇丰晋信基金管理有限公司,2.3402,2015-07-25,10,29.0718
2016-07-22,002621,郭睿,26亿,中欧消费主题股票A,中欧基金管理公司,2.0110,2018-07-12,12,28.6628
2018-02-11,005620,郭睿,7亿,中欧品质消费股票A,中欧基金管理公司,1.4517,2018-02-11,12,27.9812
2016-08-09,002952,叶乐天,1216万,建信多因子量化,建信基金管理有限责任公司,1.2325,2016-08-09,14,27.8129
2015-04-28,001188,王璐,5亿,鹏华改革红利,鹏华基金管理有限公司,1.1730,2021-08-13,7,27.6387
2018-11-14,006193,罗杰 林启姜 丁玥,2亿,鑫元核心资产股票A,鑫元基金管理有限公司,1.3321,2018-11-14,13,27.4859
2019-01-22,006939,张羽翔,16亿,鹏华沪深300指数证券投资基金（LOF）,鹏华基金公司,1.4110,2019-01-22,15,27.0071
2006-04-06,200006,龙宇飞,10亿,长城消费,长城基金管理公司,1.1759,2017-10-18,11,26.9733
2015-02-04,000978,黎海威,8亿,景顺长城量化精选基金,景顺长城基金管理有限公司,1.7410,2015-02-04,19,26.6182
2018-06-26,005960,黄瑞庆 林景艺,1080万,博时量化价值股票A,博时基金管理有限公司,1.4085,2018-06-26,20,26.5726
2016-07-22,002697,郭睿,26亿,中欧消费主题股票C,中欧基金管理公司,1.9810,2018-07-12,12,26.0980
2009-06-24,540006,黄立华,21亿,汇丰晋信大盘股票A,汇丰晋信基金管理有限公司,4.4135,2020-07-11,15,25.9345
2018-03-07,004805,姚奕帆,1449万,长信消费精选股票,长信基金管理公司,1.4544,2022-01-28,7,25.8894
2015-03-12,001048,孙权,10亿,富国新兴产业股票,富国基金管理有限公司,1.4760,2022-02-28,9,25.8312
2018-02-11,005621,郭睿,7亿,中欧品质消费股票C,中欧基金管理公司,1.4139,2018-02-11,12,25.3902
2018-11-14,006194,罗杰 林启姜 丁玥,2亿,鑫元核心资产股票C,鑫元基金管理有限公司,1.3039,2018-11-14,13,25.1464
2014-09-15,519606,于腾达 申坤,6亿,国泰金鑫股票型证券投资基金,国泰基金管理有限公司,1.7410,2016-04-26,12,24.8029
2015-11-16,002063,谢东旭,1亿,国泰沪深300指数增强C,国泰基金管理有限公司,1.2105,2019-11-01,11,24.5796
2015-06-29,001421,冯雨生,1亿,南方量化成长,南方基金管理股份有限公司,1.3120,2021-11-12,15,24.0076
2018-06-26,005961,黄瑞庆 林景艺,1080万,博时量化价值股票C,博时基金管理有限公司,1.3658,2018-06-26,20,23.5347
2018-08-07,005894,张千洋 李湘杰,1亿,华夏优势精选股票,华夏基金管理有限公司,1.4185,2018-08-07,20,22.8245
2016-05-27,001878,张金涛,31亿,嘉实沪港深精选股票,嘉实基金管理有限公司,1.8140,2016-05-27,20,22.7334
2004-08-27,360001,翟云飞 赵大年,18亿,光大量化股票,光大保德信基金管理有限公司,1.2072,2021-11-20,15,22.0666
2018-03-30,005569,赵菲 陈薪羽,2719万,中融智选红利股票A,中融基金管理有限公司,1.3061,2020-05-21,14,21.9287
2017-05-17,004403,俞瑶 成钧,1亿,平安股息精选沪港深A,平安基金管理有限公司,1.3276,2020-06-24,12,21.8093
2017-09-15,005035,杨腾 马君,3136万,银华信息科技量化股票A,银华基金管理股份有限公司,0.9922,2020-09-22,14,21.6826
2015-05-18,001178,邱杰,8亿,前海开源再融资股票,前海开源基金管理有限公司,1.3890,2015-05-18,15,21.5475
2015-04-15,001105,朱然,2亿,信达转型创新,信达澳亚基金管理有限公司,0.8600,2021-12-20,8,20.6171
2016-09-29,519935,祝昱丰,2717万,长信创新驱动股票型证券投资基金,长信基金管理公司,1.4680,2021-02-10,8,20.5255
2018-03-30,005570,赵菲 陈薪羽,2719万,中融智选红利股票C,中融基金管理有限公司,1.2820,2020-05-21,14,20.4208
2017-09-15,005036,杨腾 马君,3136万,银华信息科技量化股票C,银华基金管理股份有限公司,0.9862,2020-09-22,14,20.3564
2017-05-17,004404,俞瑶 成钧,1亿,平安股息精选沪港深C,平安基金管理有限公司,1.2698,2020-06-24,12,18.9954
2019-03-05,006818,陈卫国,2591万,安信盈利驱动股票A,安信基金管理有限责任公司,1.2395,2021-02-10,8,18.8855
2018-10-31,006195,马芳,348万,国金量化多因子,国金基金管理有限公司,1.5225,2020-09-03,6,18.5655
2013-08-02,000172,田汉卿,12亿,华泰柏瑞量化增强A,华泰柏瑞基金管理有限公司,1.4770,2013-08-02,28,18.0940
2018-04-16,005867,谢东旭,12亿,国泰沪深300指数C类,国泰基金管理有限公司,1.0154,2021-01-08,11,17.8505
2017-03-24,167702,吴志鹏,4450万,德邦量化优选股票型证券投资基金（LOF,德邦基金管理有限公司,1.2535,2021-06-29,6,17.6406
2018-02-01,005443,马芳,4272万,国金量化多策略,国金基金管理有限公司,1.0209,2020-09-03,6,17.4393
2019-03-05,006819,陈卫国,2591万,安信盈利驱动股票C,安信基金管理有限责任公司,1.2237,2021-02-10,8,17.4264
2016-08-30,001733,刘洋,1亿,泰达宏利量化股票,泰达宏利基金管理有限公司,1.2510,2019-01-09,7,17.0253
2017-03-24,167703,吴志鹏,4450万,德邦量化优选股票型证券投资基金（LOF,德邦基金管理有限公司,1.2251,2021-06-29,6,16.6954
2018-05-31,005777,李耀柱,23亿,广发科技动力股票,广发基金管理有限公司,1.2491,2018-05-31,12,15.9150
2011-06-09,290010,董山青,1552万,泰信中证200股票,泰信基金管理有限公司,1.1740,2021-08-05,18,15.8934
2016-05-27,001764,张东一,11亿,广发沪港深股票,广发基金管理有限公司,1.1200,2021-03-22,14,15.4639
2018-03-14,005662,李欣,10亿,嘉实金融精选股票A,嘉实基金管理有限公司,1.3779,2018-03-14,11,14.5768
2017-06-08,001707,童宇,1亿,诺安高端制造股票,诺安基金管理有限公司,1.3970,2020-12-31,6,13.6697
2019-03-14,006207,金宏伟 任翀,5亿,泰康裕泰债券A,泰康资产管理有限责任公司,1.1358,2019-03-14,14,13.4325
2018-03-14,005663,李欣,10亿,嘉实金融精选股票C,嘉实基金管理有限公司,1.3498,2018-03-14,11,12.7841
2015-08-04,001563,廖庆阳,1068万,华富健康文娱混合,华富基金管理有限公司,0.9910,2021-11-10,14,11.2437
2018-09-19,006382,荣膺,27亿,华夏中证500ETF联接C,华夏基金管理有限公司,0.6804,2018-09-19,12,10.9951
2018-04-25,005628,周加文,614万,汇安趋势动力A,汇安基金管理有限责任公司,1.2888,2020-06-03,15,10.9218
2016-11-10,002332,程彧,9亿,汇丰晋信沪港深股票A,汇丰晋信基金管理有限公司,1.2560,2016-11-10,16,10.8855
2012-09-07,162907,董山青,2517万,泰信基本面400股票,泰信基金管理有限公司,1.1739,2021-08-05,18,10.4223
2015-05-15,001042,刘平,13亿,华夏领先股票,华夏基金管理有限公司,0.6430,2020-07-21,15,9.9145
2010-04-09,161211,赵建,1亿,国投金融地产ETF联接,国投瑞银基金管理有限公司,1.8811,2015-02-10,19,9.8838
2016-07-27,001685,黄耀锋,3亿,沪港深新价值,汇添富基金管理股份有限公司,1.2170,2021-09-27,11,9.3441
2018-04-25,005629,周加文,614万,汇安趋势动力C,汇安基金管理有限责任公司,1.2599,2020-06-03,15,9.2620
2016-11-10,002333,程彧,9亿,汇丰晋信沪港深股票C,汇丰晋信基金管理有限公司,1.2173,2016-11-10,16,9.1945
2015-03-19,000974,陈嵩昆,3亿,安信消费医药股票,安信基金管理有限责任公司,1.4990,2021-12-29,11,9.1770
2016-08-30,003232,李龑,2976万,创金合信金融地产股票A,创金合信基金管理有限公司,1.0539,2018-10-11,10,8.9753
2018-11-14,006196,严筱娴,3亿,华夏中证央企ETF联接A,华夏基金管理有限公司,1.2363,2021-10-21,7,7.9172
2012-06-05,162107,杨刚,754万,金鹰量化精选股票型证券投资基金(LOF),金鹰基金管理有限公司,0.7910,2022-01-11,26,7.7657
2017-08-23,004606,何智豪 胡迪,1206万,上投摩根优选多因子股票,上投摩根基金管理有限公司,1.1173,2021-01-07,14,6.8267
2016-08-30,003233,李龑,2976万,创金合信金融地产股票C,创金合信基金管理有限公司,1.0278,2018-10-11,10,6.5519
2016-03-11,002334,何喆 方磊,1566万,汇丰晋信大盘波动A,汇丰晋信基金管理有限公司,1.4190,2016-03-11,24,6.4995
2019-02-20,006803,郑伟彬,6788万,嘉实互通精选股票,嘉实基金管理有限公司,1.0716,2021-06-11,7,5.3584
2009-01-15,200010,苏俊彦,1亿,长城动力,长城基金管理公司,1.2631,2021-05-06,7,5.0832
2016-03-11,002335,何喆 方磊,1566万,汇丰晋信大盘波动C,汇丰晋信基金管理有限公司,1.3776,2016-03-11,24,4.8402
2016-11-02,002121,李耀柱,62亿,广发沪港深新起点股票A,广发基金管理有限公司,1.3378,2016-11-09,12,4.6792
2014-08-12,000688,崔俊杰,3076万,景顺长城研究精选基金,景顺长城基金管理有限公司,1.5780,2020-11-26,14,2.8013
2016-11-11,160322,黄芳 李湘杰,19亿,华夏港股通精选股票型发起式证券投资基金,华夏基金管理有限公司,1.0855,2016-11-11,20,1.6195
2019-03-13,006923,王霞 崔宸龙,6626万,前海开源沪港深非周期股票A,前海开源基金管理有限公司,0.9890,2020-07-20,19,-1.9530
2019-03-13,006924,王霞 崔宸龙,6626万,前海开源沪港深非周期股票C,前海开源基金管理有限公司,0.9814,2020-07-20,19,-2.6872
2015-05-20,001277,姚爽,3亿,博时国企改革股票,博时基金管理有限公司,0.7840,2021-05-18,13,-2.8501
2016-01-27,001223,贺宁,1亿,鹏华文化传媒娱乐股票,鹏华基金管理有限公司,1.0630,2019-05-22,8,-4.0614
2017-05-08,004098,王霞 董治国,3302万,前海开源港股通股息率50强,前海开源基金管理有限公司,0.9218,2020-07-23,19,-5.7368
2016-04-20,002387,胡志利,28亿,工银沪港深股票A,工银瑞信基金管理有限公司,1.0179,2022-01-11,10,-9.6806
2017-12-05,005209,毛可君 徐嶒,2221万,东吴双三角股票A,东吴基金管理有限公司,0.8146,2021-01-22,13,-13.6527
2017-12-05,005210,毛可君 徐嶒,2221万,东吴双三角股票C,东吴基金管理有限公司,0.7955,2021-01-22,13,-14.9380
2019-03-20,006781,许廷全,7551万,汇丰晋信港股通精选股票,汇丰晋信基金管理有限公司,0.8446,2019-08-17,17,-15.5822
2018-05-30,005707,徐幼华 蔡卡尔,2604万,富国港股通量化精选股票型,富国基金管理有限公司,0.8370,2018-05-30,21,-17.6343
2018-09-19,006381,徐猛,39亿,华夏恒生ETF联接C,华夏基金管理有限公司,1.1261,2018-09-19,19,-27.9665
